"Private_School_Name","State_Name_Latest","State_Name_2019_20","STATE_not_geo_file","STATE","Private_School_Name_2019_20","PPIN","Total_Students_Private_2019_20","Black_Students_Private_2019_20","Hispanic_Students_Private_2019_20","Native_Students_Private_2019_20","Hawaiian_Students_Private_2019_20","Asian_Students_Private_2019_20","White_Students_Private_2019_20","prop_black","prop_hispanic","prop_native","prop_hawaiian","prop_asian","prop_white","FTE_Teachers_Private_2019_20","LOCALE","urbanicity_geo_data","LAT","LON","urbanicity"
"RESTORATION ACADEMY","ALABAMA","ALABAMA","AL","AL","RESTORATION ACADEMY","A9900066",363,342,0,0,0,0,13,94.21,0,0,0,0,3.58,32,"21","suburban",33.49094,-86.914661,"suburban"
"HOOVER CHRISTIAN SCHOOL","ALABAMA","ALABAMA","AL","AL","HOOVER CHRISTIAN SCHOOL","AA000153",43,17,10,0,0,1,9,39.53,23.26,0,0,2.33,20.93,6.8,"21","suburban",33.38835,-86.795231,"suburban"
"SOUTHMINSTER DAY SCHOOL","ALABAMA","ALABAMA","AL","AL","SOUTHMINSTER DAY SCHOOL","AA001340",198,17,2,0,0,24,133,9.55,1.12,0,0,13.48,74.72,16.8,"21","suburban",33.435488,-86.789509,"suburban"
"MARS HILL BIBLE SCHOOL","ALABAMA","ALABAMA","AL","AL","MARS HILL BIBLE SCHOOL","00000973",440,11,3,0,3,4,394,2.61,0.71,0,0.71,0.95,93.59,37.5,"13","city",34.846211,-87.65938,"city"
"RIVERHILL SCHOOL","ALABAMA","ALABAMA","AL","AL","RIVERHILL SCHOOL","02000723",185,6,1,0,0,11,89,5.56,0.93,0,0,10.19,82.41,10.8,"13","city",34.838882,-87.648535,"city"
"SHOALS CHRISTIAN SCHOOL","ALABAMA","ALABAMA","AL","AL","SHOALS CHRISTIAN SCHOOL","A0100374",267,10,8,0,0,3,213,4.03,3.23,0,0,1.21,85.89,26.4,"13","city",34.847829,-87.69588,"city"
"ST JOSEPH REGIONAL CATHOLIC SCHOOL","ALABAMA","ALABAMA","AL","AL","ST JOSEPH REGIONAL CATHOLIC SCHOOL","A1900065",132,2,20,0,0,9,79,1.74,17.39,0,0,7.83,68.7,12,"13","city",34.805219,-87.663447,"city"
"GLENWOOD SCHOOL","ALABAMA","ALABAMA","AL","AL","GLENWOOD SCHOOL","00000962",677,13,4,0,0,2,575,2.19,0.67,0,0,0.34,96.8,65,"41","rural",32.537112,-85.050104,"rural"
"LEE-SCOTT ACADEMY","ALABAMA","ALABAMA","AL","AL","LEE-SCOTT ACADEMY","00003001",699,4,5,2,0,18,629,0.6,0.75,0.3,0,2.71,94.73,53.5,"13","city",32.637749,-85.450209,"city"
"HOLY TRINITY DAY SCHOOL","ALABAMA","ALABAMA","AL","AL","HOLY TRINITY DAY SCHOOL","A0300025",29,1,0,0,0,0,16,5.88,0,0,0,0,94.12,4,"13","city",32.587323,-85.479914,"city"
"THE CHANTICLEER LEARNING CENTER","ALABAMA","ALABAMA","AL","AL","THE CHANTICLEER LEARNING CENTER","A1500033",62,34,0,0,0,0,28,54.84,0,0,0,0,45.16,7.6,"13","city",32.642396,-85.428309,"city"
NA,NA,NA,NA,"AL",NA,"A2100127",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"13","city",32.626341,-85.43732,"city"
NA,NA,NA,NA,"AL",NA,"A2300025",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"13","city",32.628105,-85.479579,"city"
"NEW TESTAMENT BAPTIST SCHOOL","ALABAMA","ALABAMA","AL","AL","NEW TESTAMENT BAPTIST SCHOOL","A9900059",10,0,0,0,0,0,10,0,0,0,0,0,100,4.4,"21","suburban",32.493334,-85.096935,"suburban"
"ATHENS BIBLE SCHOOL","ALABAMA","ALABAMA","AL","AL","ATHENS BIBLE SCHOOL","00001445",237,0,0,0,0,5,221,0,0,0,0,2.21,97.79,18.9,"31","town",34.812084,-86.946555,"town"
"THE PINNACLE SCHOOLS - ELK RIVER TREATMENT PROGRAM","ALABAMA","ALABAMA","AL","AL","THE PINNACLE SCHOOLS - ELK RIVER TREATMENT PROGRAM","A1500035",29,3,5,0,0,1,20,10.34,17.24,0,0,3.45,68.97,5,"42","rural",34.986475,-86.952009,"rural"
"LOWNDES ACADEMY","ALABAMA","ALABAMA","AL","AL","LOWNDES ACADEMY","00000995",257,3,0,0,0,0,223,1.3,0,0,0,0,96.96,20.9,"42","rural",32.275833,-86.612732,"rural"
"HOLY FAMILY PAROCHIAL SCHOOL","ALABAMA","ALABAMA","AL","AL","HOLY FAMILY PAROCHIAL SCHOOL","00000055",244,29,85,3,1,1,87,12.83,37.61,1.33,0.44,0.44,38.5,18.9,"12","city",34.73449,-86.603421,"city"
"HOLY SPIRIT REGIONAL CATHOLIC SCHOOL","ALABAMA","ALABAMA","AL","AL","HOLY SPIRIT REGIONAL CATHOLIC SCHOOL","00000077",379,13,40,0,0,5,301,3.62,11.14,0,0,1.39,83.84,23.9,"12","city",34.690402,-86.572216,"city"
NA,NA,NA,NA,"AL",NA,"00000816",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12","city",34.714884,-86.625336,"city"
"GRACE LUTHERAN SCHOOL","ALABAMA","ALABAMA","AL","AL","GRACE LUTHERAN SCHOOL","00001183",138,5,9,0,0,2,94,4.2,7.56,0,0,1.68,78.99,14.9,"12","city",34.69767,-86.583398,"city"
"RANDOLPH SCHOOL","ALABAMA","ALABAMA","AL","AL","RANDOLPH SCHOOL","00001605",908,23,22,5,0,68,749,2.53,2.42,0.55,0,7.49,82.49,111,"12","city",34.7064,-86.558646,"city"
"MADISON ACADEMY","ALABAMA","ALABAMA","AL","AL","MADISON ACADEMY","00002165",822,149,15,2,2,18,553,19.61,1.97,0.26,0.26,2.37,72.76,62.1,"12","city",34.70315,-86.706871,"city"
NA,NA,NA,NA,"AL",NA,"00003271",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"31","town",34.66824,-86.490641,"town"
"HUNTSVILLE CHRISTIAN ACADEMY","ALABAMA","ALABAMA","AL","AL","HUNTSVILLE CHRISTIAN ACADEMY","A0100214",113,27,1,0,0,4,78,24.55,0.91,0,0,3.64,70.91,10,"12","city",34.74491,-86.692601,"city"
"UNION CHAPEL CHRISTIAN ACADEMY","ALABAMA","ALABAMA","AL","AL","UNION CHAPEL CHRISTIAN ACADEMY","A0100405",75,74,0,0,0,0,1,98.67,0,0,0,0,1.33,11.9,"41","rural",34.79446,-86.559723,"rural"
"WILLOWBROOK WEEKDAY EARLY EDUCATION PROGRAM","ALABAMA","ALABAMA","AL","AL","WILLOWBROOK WEEKDAY EARLY EDUCATION PROGRAM","A0100428",43,0,0,0,0,1,10,0,0,0,0,9.09,90.91,1,"12","city",34.66863,-86.537061,"city"
NA,NA,NA,NA,"AL",NA,"A0307029",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12","city",34.597655,-86.549303,"city"
"WHITESBURG CHRISTIAN ACADEMY","ALABAMA","ALABAMA","AL","AL","WHITESBURG CHRISTIAN ACADEMY","A0509004",565,11,17,2,0,14,521,1.95,3.01,0.35,0,2.48,92.21,42.6,"12","city",34.669583,-86.570068,"city"
"OAKWOOD ADVENTIST ACADEMY","ALABAMA","ALABAMA","AL","AL","OAKWOOD ADVENTIST ACADEMY","A0700018",299,294,2,0,0,0,0,98.33,0.67,0,0,0,0,21.8,"12","city",34.75305,-86.650691,"city"
"THE PINNACLE SCHOOL","ALABAMA","ALABAMA","AL","AL","THE PINNACLE SCHOOL","A0900063",37,2,4,0,0,0,31,5.41,10.81,0,0,0,83.78,6.3,"12","city",34.74086,-86.636191,"city"
"THE RILEY BEHAVIORAL AND EDUCATIONAL CENTER","ALABAMA","ALABAMA","AL","AL","THE RILEY BEHAVIORAL AND EDUCATIONAL CENTER","A1100017",28,3,0,0,0,2,22,10.71,0,0,0,7.14,78.57,4.4,"12","city",34.72811,-86.654411,"city"
"FIRST CHRISTIAN CHURCH EARLY CHILDHOOD MINISTRY","ALABAMA","ALABAMA","AL","AL","FIRST CHRISTIAN CHURCH EARLY CHILDHOOD MINISTRY","A1150001",107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"12","city",34.70297,-86.568471,"city"
"WESTMINSTER CHRISTIAN ACAD - LOWER SCHOOL CAMPUS","ALABAMA","ALABAMA","AL","AL","WESTMINSTER CHRISTIAN ACAD - LOWER SCHOOL CAMPUS","A1300037",275,4,2,2,0,4,209,1.8,0.9,0.9,0,1.8,94.14,24.1,"21","suburban",34.78778,-86.725611,"suburban"
"BETHLEHEM CHRISTIAN ACADEMY","ALABAMA","ALABAMA","AL","AL","BETHLEHEM CHRISTIAN ACADEMY","A1500004",67,1,0,0,0,3,47,1.96,0,0,0,5.88,92.16,14.3,"42","rural",34.975,-86.645161,"rural"
NA,NA,NA,NA,"AL",NA,"A1770009",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12","city",34.745312,-86.583813,"city"
"FORD'S CHAPEL LEARNING CENTER","ALABAMA","ALABAMA","AL","AL","FORD'S CHAPEL LEARNING CENTER","A1900018",34,0,1,0,0,0,8,0,11.11,0,0,0,88.89,1,"21","suburban",34.84056,-86.730651,"suburban"
"ISLAMIC ACADEMY OF HUNTSVILLE IAH","ALABAMA","ALABAMA","AL","AL","ISLAMIC ACADEMY OF HUNTSVILLE IAH","A1900029",63,0,0,0,0,0,0,0,0,0,0,0,0,11.1,"12","city",34.742682,-86.648496,"city"
"PINEVIEW CHRISTIAN ACADEMY","ALABAMA","ALABAMA","AL","AL","PINEVIEW CHRISTIAN ACADEMY","A1900051",97,13,4,0,0,1,76,13.4,4.12,0,0,1.03,78.35,10.1,"21","suburban",34.8389,-86.704191,"suburban"
NA,NA,NA,NA,"AL",NA,"A2100076",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21","suburban",34.809174,-86.749686,"suburban"
NA,NA,NA,NA,"AL",NA,"A2370047",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12","city",34.713684,-86.577876,"city"
"THE COUNTRY DAY SCHOOL","ALABAMA","ALABAMA","AL","AL","THE COUNTRY DAY SCHOOL","A9100122",107,42,6,0,0,0,28,52.5,7.5,0,0,0,35,9.9,"12","city",34.756061,-86.68485,"city"
"JULIUS R SCRUGGS CHILD DEVELOPMENT CENTER/ACAD","ALABAMA","ALABAMA","AL","AL","JULIUS R SCRUGGS CHILD DEVELOPMENT CENTER/ACAD","A9703741",139,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,9,"12","city",34.76823,-86.600811,"city"
"CALVARY BAPTIST ACADEMY","ALABAMA","ALABAMA","AL","AL","CALVARY BAPTIST ACADEMY","A9900005",44,0,3,0,2,0,37,0,7.14,0,4.76,0,88.1,7.6,"21","suburban",34.799866,-86.688355,"suburban"
"ST JOHN PAUL II CATHOLIC HIGH SCHOOL","ALABAMA","ALABAMA","AL","AL","ST JOHN PAUL II CATHOLIC HIGH SCHOOL","A9900007",374,19,58,4,1,15,269,5.08,15.51,1.07,0.27,4.01,71.93,31.5,"12","city",34.710018,-86.695148,"city"
"VALLEY FELLOWSHIP CHRISTIAN ACADEMY","ALABAMA","ALABAMA","AL","AL","VALLEY FELLOWSHIP CHRISTIAN ACADEMY","AA890014",297,76,21,0,0,2,96,36.89,10.19,0,0,0.97,46.6,22.6,"12","city",34.727337,-86.615069,"city"
NA,NA,NA,NA,"AL",NA,"A0770064",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"43","rural",33.966811,-87.904324,"rural"
NA,NA,NA,NA,"AL",NA,"A2300002",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"43","rural",34.213365,-87.906731,"rural"
"ST PIUS X SCHOOL","ALABAMA","ALABAMA","AL","AL","ST PIUS X SCHOOL","00000474",141,26,4,0,0,4,94,19.85,3.05,0,0,3.05,71.76,10.8,"12","city",30.678372,-88.1131,"city"
"ST MARY CATHOLIC SCHOOL","ALABAMA","ALABAMA","AL","AL","ST MARY CATHOLIC SCHOOL","00000496",488,70,8,2,0,3,324,16.36,1.87,0.47,0,0.7,75.7,32,"12","city",30.690725,-88.07105,"city"
"ST IGNATIUS CATHOLIC SCHOOL","ALABAMA","ALABAMA","AL","AL","ST IGNATIUS CATHOLIC SCHOOL","00000532",567,19,7,1,0,1,360,4.8,1.77,0.25,0,0.25,90.91,41.9,"12","city",30.706489,-88.139911,"city"
"ST DOMINIC CATHOLIC SCHOOL","ALABAMA","ALABAMA","AL","AL","ST DOMINIC CATHOLIC SCHOOL","00000543",379,12,20,0,2,15,265,3.82,6.37,0,0.64,4.78,84.39,22.1,"12","city",30.640689,-88.147067,"city"
"MOST RERE HEART OF MARY CATHOLIC SCHOOL","ALABAMA","ALABAMA","AL","AL","MOST RERE HEART OF MARY CATHOLIC SCHOOL","00000576",90,84,0,0,0,0,0,100,0,0,0,0,0,8,"12","city",30.696273,-88.053387,"city"
NA,NA,NA,NA,"AL",NA,"00000598",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12","city",30.67442,-88.090201,"city"
"EVANGEL CHRISTIAN SCHOOL","ALABAMA","ALABAMA","AL","AL","EVANGEL CHRISTIAN SCHOOL","00000929",106,26,0,0,0,0,26,48.15,0,0,0,0,48.15,7.3,"21","suburban",30.798933,-88.10502,"suburban"
"MOBILE CHRISTIAN SCHOOL","ALABAMA","ALABAMA","AL","AL","MOBILE CHRISTIAN SCHOOL","00001354",727,107,6,3,0,13,531,15.92,0.89,0.45,0,1.93,79.02,49.5,"12","city",30.64391,-88.179541,"city"
"COTTAGE HILL CHRISTIAN ACADEMY AT WEST CAMPUS","ALABAMA","ALABAMA","AL","AL","COTTAGE HILL CHRISTIAN ACADEMY AT WEST CAMPUS","00001751",220,43,0,1,0,6,167,19.55,0,0.45,0,2.73,75.91,15.6,"21","suburban",30.65173,-88.215147,"suburban"
"GOVERNMENT STREET CHRISTIAN SCHOOL","ALABAMA","ALABAMA","AL","AL","GOVERNMENT STREET CHRISTIAN SCHOOL","00002551",133,71,4,0,0,6,52,53.38,3.01,0,0,4.51,39.1,14,"12","city",30.649093,-88.122963,"city"
"WESLEYAN CHRISTIAN ACADEMY","ALABAMA","ALABAMA","AL","AL","WESLEYAN CHRISTIAN ACADEMY","00002799",29,0,0,0,0,0,29,0,0,0,0,0,100,4,"42","rural",31.13489,-88.250441,"rural"
NA,NA,NA,NA,"AL",NA,"00003329",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21","suburban",30.65125,-88.209091,"suburban"
"MCGILL-TOOLEN CATHOLIC HIGH SCHOOL","ALABAMA","ALABAMA","AL","AL","MCGILL-TOOLEN CATHOLIC HIGH SCHOOL","01925841",961,202,20,3,4,26,668,21.02,2.08,0.31,0.42,2.71,69.51,72.1,"12","city",30.68887,-88.072971,"city"
NA,NA,NA,NA,"AL",NA,"01926073",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12","city",30.68236,-88.187491,"city"
NA,NA,NA,NA,"AL",NA,"02000905",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12","city",30.73335,-88.112791,"city"
"AL-IMAN ACADEMY OF MOBILE","ALABAMA","ALABAMA","AL","AL","AL-IMAN ACADEMY OF MOBILE","A0100026",95,3,0,0,0,0,80,3.61,0,0,0,0,96.39,10.3,"12","city",30.6883,-88.179651,"city"
"MONTESSORI WORLD SCHOOL","ALABAMA","ALABAMA","AL","AL","MONTESSORI WORLD SCHOOL","A0509201",30,1,0,0,0,2,4,14.29,0,0,0,28.57,57.14,3,"21","suburban",30.64841,-88.231811,"suburban"
"DIXONS TOTAL TOUCH CHILD DEVELOPMENT CENTER INC.","ALABAMA","ALABAMA","AL","AL","DIXONS TOTAL TOUCH CHILD DEVELOPMENT CENTER INC.","A0770128",30,30,0,0,0,0,0,100,0,0,0,0,0,5,"21","suburban",30.7242,-88.083121,"suburban"
"SAFE HAVEN CHRISTIAN ACADEMY","ALABAMA","ALABAMA","AL","AL","SAFE HAVEN CHRISTIAN ACADEMY","A0792001",31,18,0,0,0,0,0,94.74,0,0,0,0,0,3,"21","suburban",30.742065,-88.077432,"suburban"
"STANFORD CHRISTIAN ACADEMY","ALABAMA","ALABAMA","AL","AL","STANFORD CHRISTIAN ACADEMY","A0792002",134,31,0,0,0,0,101,23.13,0,0,0,0,75.37,4,"21","suburban",30.749742,-88.226132,"suburban"
"PRICHARD PREPARATORY SCHOOL","ALABAMA","ALABAMA","AL","AL","PRICHARD PREPARATORY SCHOOL","A0900016",156,126,0,0,0,0,0,100,0,0,0,0,0,13.4,"21","suburban",30.75465,-88.114833,"suburban"
"LIGHTHOUSE BAPTIST ACADEMY","ALABAMA","ALABAMA","AL","AL","LIGHTHOUSE BAPTIST ACADEMY","A0992002",243,23,36,0,0,10,174,9.47,14.81,0,0,4.12,71.6,15.9,"21","suburban",30.54454,-88.189251,"suburban"
"REVELATION CHRISTIAN SCHOOL","ALABAMA","ALABAMA","AL","AL","REVELATION CHRISTIAN SCHOOL","A1500022",27,24,0,0,0,0,0,100,0,0,0,0,0,3,"12","city",30.660403,-88.079439,"city"
"BRIGHT BEGINNINGS ACADEMY","ALABAMA","ALABAMA","AL","AL","BRIGHT BEGINNINGS ACADEMY","A1592001",52,3,0,1,0,1,46,5.77,0,1.92,0,1.92,88.46,12.3,"12","city",30.66215,-88.135261,"city"
"AZALEA CITY MONTESSORI","ALABAMA","ALABAMA","AL","AL","AZALEA CITY MONTESSORI","A1970015",43,2,2,0,0,0,23,7.41,7.41,0,0,0,85.19,4,"12","city",30.688362,-88.118375,"city"
"COTTAGE HILL CHRISTIAN ACADEMY LOWER","ALABAMA","ALABAMA","AL","AL","COTTAGE HILL CHRISTIAN ACADEMY LOWER","A1970033",481,58,0,0,0,11,288,15.89,0,0,0,3.01,78.9,30.4,"12","city",30.648805,-88.15568,"city"
"SAFE HAVEN CHRISTIAN ACADEMY","ALABAMA","ALABAMA","AL","AL","SAFE HAVEN CHRISTIAN ACADEMY","A1970157",32,17,0,0,0,0,0,100,0,0,0,0,0,2,"21","suburban",30.742065,-88.077432,"suburban"
NA,NA,NA,NA,"AL",NA,"A2100065",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12","city",30.667419,-88.191248,"city"
NA,NA,NA,NA,"AL",NA,"A2100071",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12","city",30.658896,-88.179512,"city"
NA,NA,NA,NA,"AL",NA,"A2300006",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12","city",30.695625,-88.102971,"city"
NA,NA,NA,NA,"AL",NA,"A2390001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21","suburban",30.642039,-88.225992,"suburban"
"FAITH ACADEMY","ALABAMA","ALABAMA","AL","AL","FAITH ACADEMY","A9100128",1691,315,25,7,0,23,1131,20.67,1.64,0.46,0,1.51,74.21,87,"21","suburban",30.7025,-88.244553,"suburban"
"ST LUKES EPISCOPAL SCHOOL","ALABAMA","ALABAMA","AL","AL","ST LUKES EPISCOPAL SCHOOL","A9100150",565,32,5,1,2,21,388,7.05,1.1,0.22,0.44,4.63,85.46,51.5,"12","city",30.662712,-88.165895,"city"
"COVENANT CHRISTIAN SCHOOL","ALABAMA","ALABAMA","AL","AL","COVENANT CHRISTIAN SCHOOL","A9100155",255,7,5,0,0,5,218,2.98,2.13,0,0,2.13,92.77,31.9,"21","suburban",30.66837,-88.209221,"suburban"
"NORTH MOBILE CHRISTIAN SCHOOL","ALABAMA","ALABAMA","AL","AL","NORTH MOBILE CHRISTIAN SCHOOL","A9302021",313,39,4,0,0,2,147,20,2.05,0,0,1.03,75.38,20.6,"21","suburban",30.801369,-88.102136,"suburban"
"MONTGOMERY CATHOLIC PREPARATORY SCHOOL","ALABAMA","ALABAMA","AL","AL","MONTGOMERY CATHOLIC PREPARATORY SCHOOL","00000714",757,130,49,0,1,42,467,17.52,6.6,0,0.13,5.66,62.94,70.4,"12","city",32.33991,-86.215811,"city"
NA,NA,NA,NA,"AL",NA,"00002063",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"41","rural",32.257121,-86.359744,"rural"
"ALABAMA CHRISTIAN ACADEMY","ALABAMA","ALABAMA","AL","AL","ALABAMA CHRISTIAN ACADEMY","00002788",746,123,8,0,0,23,517,17.5,1.14,0,0,3.27,73.54,50.4,"12","city",32.3893,-86.215961,"city"
NA,NA,NA,NA,"AL",NA,"00002835",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"41","rural",32.30151,-86.011481,"rural"
"CHURCHILL ACADEMY","ALABAMA","ALABAMA","AL","AL","CHURCHILL ACADEMY","A0500011",117,45,3,0,0,0,67,38.46,2.56,0,0,0,57.26,12.5,"12","city",32.353227,-86.171211,"city"
"MONTGOMERY CHRISTIAN SCHOOL","ALABAMA","ALABAMA","AL","AL","MONTGOMERY CHRISTIAN SCHOOL","A0900053",91,55,15,0,0,0,17,60.44,16.48,0,0,0,18.68,7.8,"12","city",32.337063,-86.252108,"city"
NA,NA,NA,NA,"AL",NA,"A1170129",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12","city",32.35926,-86.282231,"city"
NA,NA,NA,NA,"AL",NA,"A1700016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12","city",32.354165,-86.309306,"city"
"MONTESSORI SCHOOL AT HAMPSTEAD","ALABAMA","ALABAMA","AL","AL","MONTESSORI SCHOOL AT HAMPSTEAD","A1700022",62,0,0,0,0,2,2,0,0,0,0,50,50,2,"12","city",32.312288,-86.187305,"city"
"EASTWOOD CHRISTIAN SCHOOL","ALABAMA","ALABAMA","AL","AL","EASTWOOD CHRISTIAN SCHOOL","A1900014",247,8,5,0,0,13,198,3.45,2.16,0,0,5.6,85.34,21.8,"12","city",32.35395,-86.231971,"city"
"FOCUS POINT EDUCATION ACADEMY","ALABAMA","ALABAMA","AL","AL","FOCUS POINT EDUCATION ACADEMY","A1970065",23,11,0,0,0,0,0,100,0,0,0,0,0,5.8,"41","rural",32.38292,-86.097901,"rural"
NA,NA,NA,NA,"AL",NA,"A2100077",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12","city",32.330376,-86.196236,"city"
NA,NA,NA,NA,"AL",NA,"A2100121",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12","city",32.357718,-86.231799,"city"
NA,NA,NA,NA,"AL",NA,"A2300009",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12","city",32.327367,-86.304426,"city"
"RESURRECTION CATHOLIC SCHOOL","ALABAMA","ALABAMA","AL","AL","RESURRECTION CATHOLIC SCHOOL","A9302022",66,46,0,0,0,0,1,95.83,0,0,0,0,2.08,9.4,"12","city",32.42436,-86.287691,"city"
"MONTESSORI ACADEMY","ALABAMA","ALABAMA","AL","AL","MONTESSORI ACADEMY","A9500016",107,1,0,0,0,2,7,10,0,0,0,20,70,3.1,"12","city",32.36394,-86.302821,"city"
"EVANGEL CHRISTIAN ACADEMY","ALABAMA","ALABAMA","AL","AL","EVANGEL CHRISTIAN ACADEMY","A9700008",258,126,2,0,0,1,24,78.75,1.25,0,0,0.63,15,17.3,"12","city",32.34996,-86.241101,"city"
"FIRST SCHOOL","ALABAMA","ALABAMA","AL","AL","FIRST SCHOOL","BB180007",43,1,1,0,0,1,5,12.5,12.5,0,0,12.5,62.5,1,"12","city",32.356902,-86.292973,"city"
NA,NA,NA,NA,"AL",NA,"00000124",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"13","city",34.532244,-86.99859,"city"
"DECATUR HERITAGE CHRISTIAN ACADEMY","ALABAMA","ALABAMA","AL","AL","DECATUR HERITAGE CHRISTIAN ACADEMY","00001944",326,20,8,0,0,9,283,6.13,2.45,0,0,2.76,86.81,30.1,"13","city",34.53646,-86.998231,"city"
"CORNERSTONE CHRISTIAN SCHOOL","ALABAMA","ALABAMA","AL","AL","CORNERSTONE CHRISTIAN SCHOOL","A9900016",76,2,0,0,0,0,66,2.74,0,0,0,0,90.41,9.6,"13","city",34.54872,-87.001551,"city"
"PICKENS ACADEMY","ALABAMA","ALABAMA","AL","AL","PICKENS ACADEMY","00002278",282,5,0,0,0,0,262,1.87,0,0,0,0,98.13,14,"43","rural",33.252985,-88.090004,"rural"
"PIKE LIBERAL ARTS SCHOOL","ALABAMA","ALABAMA","AL","AL","PIKE LIBERAL ARTS SCHOOL","00002289",452,6,3,0,0,10,411,1.4,0.7,0,0,2.33,95.58,35.1,"41","rural",31.78243,-85.942194,"rural"
"NEW LIFE CHRISTIAN ACADEMY","ALABAMA","ALABAMA","AL","AL","NEW LIFE CHRISTIAN ACADEMY","A0300033",72,35,0,0,0,0,0,97.22,0,0,0,0,0,3,"41","rural",31.82516,-85.924351,"rural"
NA,NA,NA,NA,"AL",NA,"A9500006",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"33","town",31.797424,-85.950832,"town"
"FAITH CHRISTIAN ACADEMY","ALABAMA","ALABAMA","AL","AL","FAITH CHRISTIAN ACADEMY","A9900080",96,16,1,0,0,1,55,21.92,1.37,0,0,1.37,75.34,10.8,"43","rural",33.121492,-85.357385,"rural"
"COLUMBUS GIRLS ACADEMY","ALABAMA","ALABAMA","AL","AL","COLUMBUS GIRLS ACADEMY","A0500012",62,3,5,0,0,3,46,4.84,8.06,0,0,4.84,74.19,4,"42","rural",32.33626,-85.125071,"rural"
NA,NA,NA,NA,"AL",NA,"A2370048",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21","suburban",32.468985,-85.067919,"suburban"
"ST CLAIR COUNTY DAY PROGRAM INC","ALABAMA","ALABAMA","AL","AL","ST CLAIR COUNTY DAY PROGRAM INC","A1900064",29,2,1,0,0,0,26,6.9,3.45,0,0,0,89.66,2,"42","rural",33.831621,-86.248375,"rural"
"VICTORY CHRISTIAN SCHOOL","ALABAMA","ALABAMA","AL","AL","VICTORY CHRISTIAN SCHOOL","AA890012",369,19,12,0,1,9,294,5.67,3.58,0,0.3,2.69,87.76,25.3,"41","rural",33.599493,-86.318728,"rural"
"JOSEPH S BRUNO MONTESSORI ACADEMY","ALABAMA","ALABAMA","AL","AL","JOSEPH S BRUNO MONTESSORI ACADEMY","A0100229",174,12,15,0,0,31,52,9.3,11.63,0,0,24.03,40.31,19.8,"21","suburban",33.359929,-86.73133,"suburban"
"HILLTOP MONTESSORI SCHOOL","ALABAMA","ALABAMA","AL","AL","HILLTOP MONTESSORI SCHOOL","A0307016",182,5,2,0,2,1,94,4.81,1.92,0,1.92,0.96,90.38,13.5,"21","suburban",33.411689,-86.628781,"suburban"
NA,NA,NA,NA,"AL",NA,"A0770034",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21","suburban",33.36264,-86.769491,"suburban"
"EVANGEL CLASSICAL CHRISTIAN SCHOOL","ALABAMA","ALABAMA","AL","AL","EVANGEL CLASSICAL CHRISTIAN SCHOOL","A0770049",319,4,0,0,0,10,297,1.25,0,0,0,3.13,93.1,32.3,"21","suburban",33.238307,-86.837576,"suburban"
